,neuron_name,Class 1,Merge Class,is_pdiff,is_usplit,is_LNpre,is_brain,Hemisphere,Pair,Pair ID,lineage,dendrite_input,axon_input,Class 2,idx
11011058,FFN-2,FFN,FFN,False,False,False,True,L,2667061,464,DPMpl12,87,23,,1296
11013351,CN-12,FBN,FBN,False,False,False,True,L,11909406,465,DAMv12_med,188,41,,1297
11013583, (UNK descending contralateral left) [*CM4-dm_l akira] #11013583,O_dVNC,O_dVNC,False,False,False,True,L,17589475,466,CM4-dm,15,8,,1298
11017761,CN-43,MBON,MBON,False,False,False,True,L,16178283,467,DALcm12-v,503,63,,1299
11018254,CN-5,FBN,FBN,False,False,False,True,L,15480928,468,DALcm12-m,457,34,,1300
11022546, (DPMpl12 Hook 2 left) [*DPMpl12_l akira] #11022546,unk,unk,False,False,False,True,L,17663944,469,DPMpl12,35,9,,1301
11027071, (AF0: neuron left) [*DPLm1_l akira] #11027071,unk,unk,False,False,False,True,L,3010486,470,DPLm1,78,15,,1302
11029359, (DL-LH_cand9 left 11029360) [unknown lineage] #11029359,unk,unk,False,False,False,True,L,3232277,1132,unk,52,8,,1303
11029851, (BLVp1 bilateral 2 right) [*BLVp1_r akira] #11029851,unk,unk,False,False,False,True,R,15587533,700,BLVp1,346,42,,1304
11037238, (down_PVL09_PN-OLP_left) [*DPLal1-3_l akira] #11037238,unk,unk,False,False,False,True,L,7719118,471,DPLal1-3,144,36,,1305
11050498, (BLVp1 bilateral 6 right) [*BLVp1_r akira] #11050498,unk,unk,False,False,False,True,R,17804729,1004,BLVp1,18,9,,1306
11051276, (picky 3 right) [*BAla12_r akira] #11051276,pLN,pLN,False,False,False,True,R,8274021,267,BAla12,316,36,,1307
11051740,FFN-13,FFN,FFN,False,False,False,True,L,7421507,472,DPLam,265,93,,1308
11055480, (ASB Lonely left -forced) [*BLAv12_post_l akira] #11055480,unk,unk,False,False,False,True,L,18248435,1149,BLAv12_post,34,28,,1309
11067379,Gustatory PN 4 (non-olfactory PN left) [*BAmv3_l akira] #11067379,unk,unk,False,False,False,True,L,4393049,473,BAmv3,102,25,,1310
11073313, (DPM splitter left) [*DPMpl12_l akira] #11073313,unk,unk,False,True,True,True,L,16347476,474,DPMpl12,33,0,,1311
11079069, (UNK ipsilateral 1 left) [unknown lineage] #11079069,unk,unk,False,False,False,True,L,12990900,475,unk,32,8,,1312
11081239, (AF: DPLal BPL-to-medial_right) [*DPLal1-3_r akira,unk,unk,False,False,False,True,R,17732031,986,unk,248,17,,1313
11084320, (Basal Tel-like 2 Left) [*BLAvm post_l akira] #11084320,unk,unk,False,False,False,True,L,8461082,476,BLAvm post,175,35,,1314
11102156,FB-36,unk,unk,False,False,False,True,R,11871574,520,BAlp_ant,188,60,,1315
11123016,Multiglomerular PN 6 (from upper looping PN - peptidergic left) [*DPMm2_l akira] #11123016,unk,unk,False,False,False,True,L,4152020,477,DPMm2,29,34,,1316
11135340,LH-21 (S: Peptidergic_sibling 35_left) [*DPLl_l akira] #11135340,unk,unk,False,False,False,True,L,11645541,478,DPLl,117,67,,1317
11137808,CN-24,unk,unk,False,False,False,True,R,8423405,279,BLP12,136,40,,1318
11144258, (SNeuron CPLd left _former: Death grip left) [*BLAd-vm_l akira] #11144258,unk,unk,False,False,False,True,L,9800178,479,BLAd-vm,77,23,,1319
11146422, (suckerfish-like 1 (left) ) [*BAmv3_l akira] #11146422,unk,unk,False,False,False,True,L,19276024,480,BAmv3,138,37,,1320
11157622, (BAmd1 PN 1 left) [*BAmd1_l akira] #11157622,unk,unk,False,True,True,True,L,17036160,481,BAmd1,62,0,,1321
11178891,CN-37,unk,unk,False,False,False,True,R,16486385,791,BLVa12,222,30,,1322
11184236, (KS LN 3b right) [*BAlc post_r akira] #11184236,unk,unk,False,False,False,True,R,11821320,517,BAlc post,46,6,,1323
11193510, (Ruler Like Neuron left) [*BLVa34_l akira] #11193510,unk,unk,False,False,False,True,L,3930411,483,BLVa34,81,17,,1324
11195708, (KS LN 4b left) [*BAmas12_ven_l akira] #11195708,O_dSEZ,O_dSEZ,False,False,False,True,L,13968203,484,BAmas12_ven,79,14,,1325
11197975, (CPb brush left) [*CPbl_l akira] #11197975,unk,unk,False,False,False,True,L,7692008,1138,CPbl,72,16,,1326
11210000,LH-8,unk,unk,False,False,False,True,R,8238322,263,BLVa12,253,83,,1327
11216417, (ADC1_left) [*DPMl_ant_dor_l akira,unk,unk,False,False,False,True,L,8451818,485,unk,137,79,,1328
11229136, (BAla12 descending 2 left) [*BAla12_l akira] #11229136,unk,unk,False,False,False,True,L,17529547,487,BAla12,65,15,,1329
11234536,FFN-20,FFN,FFN,False,False,False,True,R,13199414,593,DPLam,138,31,,1330
11248536,MB2IN-164 (right from mPN 16) [*DPLl_r akira] #11248536,unk,unk,False,False,False,True,R,10955244,454,DPLl,63,10,,1331
11257084,CN-14,unk,unk,False,False,False,True,L,7612147,488,CPc,372,115,,1332
11261332, (CP contra to SEZ right; CP4 6) [*CPd_r akira] #11261332,unk,unk,False,False,False,True,R,3882998,1140,CPd,40,12,,1333
11263687, (Basal Tel-like 5 left (Downstream A00c)) [*BLAv12_ant_l akira] #11263687,unk,unk,False,False,False,True,L,6692908,489,BLAv12_ant,168,17,,1334
11271082, (BLAv12 bilateral 2 right) [*BLAv12_lat_r akira] #11271082,unk,unk,False,False,False,True,R,-1,-1,BLAv12at,89,8,,1335
11278919, (DPMpm1 2_right) [*DPMpm1_r akira] #11278919,unk,unk,False,False,False,True,R,10792617,437,DPMpm1,116,38,,1336
11279244,49a PN (49a PN right) [*BAmv3_r akira] #11279244,uPN,uPN,False,False,False,True,R,7515491,218,BAmv3,180,20,,1337
11286854, (BLVa34 hook left) [*BLVa34_l akira] #11286854,unk,unk,False,False,False,True,L,8942413,490,BLVa34,21,2,,1338
11291344, (v'td_a5r (Abdominal Sensory)) [] #11291344,sens,sens-vtd,False,False,False,False,R,3795424,1107,unk,0,42,vtd,1339
11291653, (Basal Tel-like 1 left) [*BLAv12_ant_l akira] #11291653,unk,unk,False,False,False,True,L,8412625,491,BLAv12_ant,123,30,,1340
11303036,MB2IN-153 (Neuron 11303037) [*CM4-dm_l akira] #11303036,unk,unk,False,False,False,True,L,15823055,492,CM4-dm,39,36,,1341
11306294, (DPMm1 FB1_right) [*DPMm1_r akira] #11306294,unk,unk,False,False,False,True,R,10583715,417,DPMm1,100,34,,1342
11329998,MB2ON-208 (DPMm1 FB4_left) [*DPMm1_l akira] #11329998,unk,unk,False,False,False,True,L,13365464,493,DPMm1,189,28,,1343
11333054,Gustatory PN 1 (Gustatory PN left) [*BAlc post_l akira] #11333054,unk,unk,False,False,False,True,L,17884299,494,BAlc post,78,6,,1344
11348509, (BLAl horseshoe neuron left) [*BLAl_l akira] #11348509,unk,unk,False,False,False,True,L,3765735,495,BLAl,199,25,,1345
11356523,MB2IN-133,unk,unk,False,False,False,True,R,12364717,546,BLVa_t,222,21,,1346
11359482, (CM4 contralateral 1 right; DPMpm c 3 MEF ven and comm; CM4 dor pos 8) [*CM4-dm_r akira] #11359482,unk,unk,False,False,False,True,R,16935790,854,CM4-dm,55,19,,1347
11361875,FFN-27,FFN,FFN,False,False,False,True,R,14493841,639,DPMpl3,132,22,,1348
11362334, (DPMpl3 a 2 right) [*DPMpl3_r akira] #11362334,unk,unk,False,False,False,True,R,18538744,1037,DPMpl3,116,33,,1349
11362589, (DPMpl3 contralateral right; DPMpl3 4 MEF ant and comm subGC) [*DPMpl3_r akira] #11362589,unk,unk,False,False,False,True,R,15028907,667,DPMpl3,28,18,,1350
11389855,MB2ON-206 (SKY_left) [*DPLc5_l akira,unk,unk,False,False,False,True,L,16484888,496,unk,49,42,,1351
11409587,FB-24,unk,unk,False,False,False,True,L,17019327,497,DPMpm1,164,63,,1352
11464638,CN-10,unk,unk,False,False,False,True,R,10543751,411,DPMpl12,212,52,,1353
11465297,MB2ON-92 (CC ; DPLm post 1_right) [*DPLc5_r akira,unk,unk,False,False,False,True,R,12866697,583,unk,82,86,,1354
11468088,MB2ON-239 (DALv23 LAL 7 left) [*DALv23_l akira] #11468088,unk,unk,False,False,False,True,L,4188325,498,DALv23,44,32,,1355
11524047,MBON-g2 (MBE15b right) [*DALv23_r akira] #11524047,MBON,MBON,False,False,False,True,R,5395823,134,DALv23,588,50,,1356
11528017,FB2IN-1,FB2N,FB2N,False,False,False,True,R,12233237,531,DPLl,162,70,,1357
11600886,CN-2,unk,unk,False,False,False,True,L,7980189,499,DALcm12-m,749,59,,1358
11605567, (DS noci_sibling_right) [*DPLc_post_lat_r akira] #11605567,unk,unk,False,False,False,True,R,17927604,1010,DPLc_postat,129,21,,1359
11605861,MB2ON-175 (SKT_right) [*BLAl_r akira] #11605861,unk,unk,False,False,False,True,R,4422289,96,BLAl,260,38,,1360
11623145, (DPLl a 1 right) [*DPLl_r akira] #11623145,unk,unk,False,False,False,True,R,16636860,820,DPLl,73,5,,1361
11624548, (SLV_right) [ni-neurons MB_r akira] #11624548,unk,unk,False,False,False,True,R,12299647,539,ni-neurons MB,98,36,,1362
11625573,MB2IN-155 (HAS SOMAL neuron 11625574) [*CM13_med_l akira] #11625573,unk,unk,False,False,False,True,L,18545747,500,CM13_med,144,53,,1363
11637003,FFN-4,FFN,FFN,False,False,False,True,R,3945232,60,DAMv12at,46,19,,1364
11639192, (contra-vine 2 left) [unknown lineage] #11639192,unk,unk,False,False,False,True,L,10059655,501,unk,63,49,,1365
11645541,LH-21 (S: Peptidergic_sibling 35_right) [*DPLp_r akira] #11645541,unk,unk,False,False,False,True,R,11135340,478,DPLp,159,55,,1366
11656349, (MBE29a? left) [*BAmas12_ven_l akira] #11656349,unk,unk,False,False,False,True,L,16297403,502,BAmas12_ven,103,31,,1367
11671564, (AN-L-Sens-B2-ACp-21) [] #11671564,sens,sens-AN,False,False,False,False,L,-1,-1,unk,0,5,AN,1368
11687072, (CPb pointer 1 left) [*CPbl_l akira] #11687072,unk,unk,False,False,False,True,L,18425189,503,CPbl,55,21,,1369
11691603,KC (KC17) [Lineage MBNB A left] #11691603,KC,KC-1claw,False,False,False,True,L,4444354,504,MBNB A left,49,187,1claw,1370
11691640,KC (KC no claws) [Lineage MBNB B left] #11691640,KC,KC-6claw,False,False,False,True,L,-1,-1,MBNB B left,45,54,6claw,1371
11703922,CN-30,unk,unk,False,False,False,True,L,16181377,505,DPLc_post_int,172,62,,1372
11714576, (Weird PN to LH Right) [*BAlc post_r akira] #11714576,unk,unk,False,False,False,True,R,7168356,207,BAlc post,80,48,,1373
11717001, (BLP12 gripper 1 left; dpn_left_1304_1) [*BLP12_l akira] #11717001,unk,unk,False,True,True,True,L,10683313,506,BLP12,69,14,,1374
11717014, (BLP12 descending 2 left; dpn_left_1304_4) [*BLP12_l akira] #11717014,unk,unk,False,False,False,True,L,20344845,507,BLP12,54,2,,1375
11717020, (dpn_left_1304_3) [*BLP12_l akira] #11717020,unk,unk,False,False,False,True,L,-1,-1,BLP12,22,4,,1376
11717025, (BLP12 descending 4 left; dpn_left_1304_7) [*BLP12_l akira] #11717025,unk,unk,False,False,False,True,L,8954910,508,BLP12,19,7,,1377
11717030, (BLP12 descending 1 left; dpn_left_1304_11) [*BLP12_l akira] #11717030,unk,unk,False,True,True,True,L,9606496,509,BLP12,52,0,,1378
11717035, (BLP12 descending 5 left; dpn_left_1304_12) [*BLP12_l akira] #11717035,unk,unk,False,False,False,True,L,8953579,510,BLP12,32,8,,1379
11717040, (BLP12 gripper 3? left; dpn_left_1304_10) [*BLP12_l akira] #11717040,unk,unk,False,False,False,True,L,-1,-1,BLP12,33,8,,1380
11717045, (BLP12 descending 3 left; dpn_left_1304_9) [*BLP12_l akira] #11717045,unk,unk,False,False,False,True,L,8954684,511,BLP12,17,11,,1381
11719626, (BLP12 spaghetti left; dpn_left_1304_2) [*BLP12_l akira] #11719626,unk,unk,False,True,True,True,L,20278329,512,BLP12,102,22,,1382
11725127,KC (KC12) [Lineage MBNB B left] #11725127,KC,KC-1claw,False,False,False,True,L,4230061,513,MBNB B left,50,204,1claw,1383
11725803,KC (KC42) [Lineage MBNB D left] #11725803,KC,KC-1claw,False,False,False,True,L,8066542,514,MBNB D left,33,199,1claw,1384
11736972, (MN-L-Sens-B2-ACp-15) [] #11736972,sens,sens-MN,False,False,False,False,L,-1,-1,unk,0,9,MN,1385
11745381, (MN-L-Sens-B2-ACp-07) [] #11745381,sens,sens-MN,False,False,False,False,L,-1,-1,unk,0,23,MN,1386
11756023, (BLP12 gripper 2 left; dpn_left_1304_13) [*BLP12_l akira] #11756023,unk,unk,False,False,False,True,L,8413543,515,BLP12,28,8,,1387
11782821, (Horseshoe Bilateral Left) [*DPMpl12_l akira] #11782821,unk,unk,False,False,False,True,L,3913613,516,DPMpl12,114,64,,1388
11785627,KC (KC no pair) [Lineage MBNB D left] #11785627,KC,KC-4claw,False,False,False,True,L,-1,-1,MBNB D left,38,96,4claw,1389
11788830, (BAlc_post I right) [*BAlc post_r akira] #11788830,unk,unk,False,False,False,True,R,12121795,527,BAlc post,93,31,,1390
11813287,KC (KC100) [Lineage MBNB B right] #11813287,KC,KC-2claw,False,False,False,True,R,-1,-1,MBNB B right,50,189,2claw,1391
11821320, (KS LN 3b left) [*BAlc post_l akira] #11821320,unk,unk,False,False,False,True,L,11184236,517,BAlc post,35,18,,1392
11826171,CN-15,unk,unk,False,False,False,True,R,4391317,85,DPLl,124,44,,1393
11838242, (BAlc_post I2 right) [*BAlc post_r akira] #11838242,unk,unk,False,False,False,True,R,12089601,526,BAlc post,16,19,,1394
11841664,MB2IN-131,unk,unk,False,False,False,True,L,5856647,518,CM13at,244,111,,1395
11851588, (inner bridge 2 right) [*DPLc_post_lat_r akira] #11851588,unk,unk,False,False,False,True,R,2439150,14,DPLc_postat,107,21,,1396
11853038,MB2IN-143 (BAmas SOG MBE2_l left) [unknown lineage] #11853038,unk,unk,False,False,False,True,L,12842593,519,unk,105,36,,1397
11871574,FB-36,unk,unk,False,False,False,True,L,11102156,520,BAlp_ant,285,68,,1398
11874130, (v'td-2_a1l) [] #11874130,sens,sens-vtd,False,False,False,False,L,10868477,1102,unk,0,26,vtd,1399
11876076, (BAlp4 ascending 2 left) [*BAlp4_l akira] #11876076,unk,unk,False,False,False,True,L,15674282,521,BAlp4,22,24,,1400
11889676,CN-6,FBN,FBN,False,False,False,True,R,14313750,626,BAmd1,473,54,,1401
11891098, (BAla34 bilateral 4 right (defect?)) [*BAla34_r akira] #11891098,unk,unk,False,False,False,True,R,14638686,650,BAla34,25,42,,1402
11905911, (CM4-dm Switcheroo 1 right; CM4 dor ant 12 DNs) [*CM4-dm_r akira] #11905911,unk,unk,False,False,False,True,R,10915553,449,CM4-dm,42,5,,1403
11908619,MB2ON-34 (DALcl12 v d 5 Left) [*DALcl12-v_l akira] #11908619,unk,unk,False,False,False,True,L,8318813,522,DALcl12-v,38,14,,1404
11909406,CN-12,FBN,FBN,False,False,False,True,R,11013351,465,DAMv12_med,170,28,,1405
11934107, (I1 left (ipsilat PN to bilateral LH)) [*BAlc post_l akira] #11934107,unk,unk,False,False,False,True,L,3844961,523,BAlc post,94,13,,1406
11934261, (DPlal ipsilateral 1 left) [*DPlal1-3_ant_l akira] #11934261,unk,unk,False,False,False,True,L,15633329,524,DPlal1-3_ant,68,28,,1407
11946903,MB2IN-158 (M1 ; Right) [*DAMv12_lat_r akira] #11946903,unk,unk,False,False,False,True,R,9524538,351,DAMv12at,61,18,,1408
11986594, (I of GPhN left (ipsilateral PN to LH)) [*BAlc post_l akira] #11986594,unk,unk,False,False,False,True,L,6218461,1078,BAlc post,76,25,,1409
12000033, (BAmas12 SEZ descending left; Another SOG PN left) [*BAmas12_dor_l akira] #12000033,O_dSEZ,unk,False,False,False,True,L,9750356,525,BAmas12_dor,77,31,,1410
12030078, (MIXED descending T right) [*DPMm2_r akira] #12030078,O_dVNC,O_dVNC,False,False,False,True,R,17354403,1151,DPMm2,70,0,,1411
12031406, (DPLc4_5_right (PB to LAL)) [*DPMm2_r akira] #12031406,unk,unk,False,False,False,True,R,16342197,756,DPMm2,172,35,,1412
12049797,MB2IN-154,unk,unk,False,True,True,True,R,15770140,725,CPc,250,0,,1413
12073881, (MN-L-Sens-B2-ACp-16) [] #12073881,sens,sens-MN,False,False,False,False,L,-1,-1,unk,0,20,MN,1414
12089601, (BAlc_post I2 left) [*BAlc post_l akira] #12089601,unk,unk,False,False,False,True,L,11838242,526,BAlc post,15,18,,1415
12121795, (BAlc_post I left) [*BAlc post_l akira] #12121795,unk,unk,False,False,False,True,L,11788830,527,BAlc post,97,36,,1416
12122924,FBN-28,FBN,FBN,False,False,False,True,R,10612094,421,unk,207,35,,1417
12138418,CN-56,unk,unk,False,False,False,True,L,8310087,528,DPLl,220,61,,1418
12195879, (Tel-like 8 left) [*CPbl_l akira] #12195879,unk,unk,False,False,False,True,L,20443598,529,CPbl,82,21,,1419
12217572,KC (KC no pair) [Lineage MBNB B left] #12217572,KC,KC-3claw,False,False,False,True,L,-1,-1,MBNB B left,61,59,3claw,1420
12225666,FFN-21,mPN;FFN,mPN;FFN-multi,False,False,False,True,L,4327684,530,BAlc post,359,7,multi,1421
12233237,FB2IN-1,FB2N,FB2N,False,False,False,True,L,11528017,531,DPLl,151,71,,1422
12252572, (BLAv12 hook 1 left) [*BLAv12_post_l akira] #12252572,unk,unk,False,False,False,True,L,16651566,532,BLAv12_post,13,20,,1423
12253020, (MN-R-Sens-B2-ACp-14) [] #12253020,sens,sens-MN,False,False,False,False,R,-1,-1,unk,0,29,MN,1424
12260696, (MN-L-Sens-B2-ACp-06) [] #12260696,sens,sens-MN,False,False,False,False,L,-1,-1,unk,0,16,MN,1425
12262910,CN-58,FAN,FAN,False,False,False,True,L,5738449,533,BAmd1,201,77,,1426
12273754, (MIXED bilateral 2 left) [*BLAvm ant_l akira] #12273754,unk,unk,False,False,False,True,L,17654624,1152,BLAvm ant,126,10,,1427
12279909, (BLAl F neuron 2 left) [*BLAl_l akira] #12279909,unk,unk,False,False,False,True,L,8471817,534,BLAl,138,16,,1428
12279941, (BLAl_I-X 3 left) [*BLAl_l akira,unk,unk,False,False,False,True,L,17328632,535,unk,69,13,,1429
12281339, (Another bilateral axon_35a left) [ni-neurons MB_l akira] #12281339,unk,unk,False,False,False,True,L,9585013,536,ni-neurons MB,76,62,,1430
12293334, (inner bridge 1 left) [*DPLc_post_lat_l akira] #12293334,unk,unk,False,False,False,True,L,13405613,537,DPLc_postat,113,23,,1431
12299621,CN-16,unk,unk,False,False,False,True,L,8034919,538,DPLc_antat,250,116,,1432
12299647, (SLV_left) [*DPLc5_l akira,unk,unk,False,False,False,True,L,11624548,539,unk,83,37,,1433
12299704, (Bilateral near MB_left) [unknown lineage] #12299704,unk,unk,False,False,False,True,L,10768709,540,unk,66,15,,1434
12299805, (DALl1 5 left) [*DPLam_l akira] #12299805,unk,unk,False,False,False,True,L,7422595,541,DPLam,129,33,,1435
12300089, (S3 left; old DS noci_sibling_left) [*DPLam_l akira] #12300089,unk,unk,False,False,False,True,L,10827212,542,DPLam,116,38,,1436
12325227,FFN-29,FFN,FFN,False,False,False,True,L,9507904,543,BLVa_t,119,12,,1437
12335381, (BAmas12 midline 3 right) [*BAmas12_ven_r akira] #12335381,unk,unk,False,False,False,True,R,18440675,1031,BAmas12_ven,102,21,,1438
12336493, (Columbus of GPhN right) [*BAmd2_v_r akira] #12336493,unk,unk,False,False,False,True,R,4983938,119,BAmd2_v,58,28,,1439
12356747,FFN-11,FFN,FFN,False,False,False,True,L,19857573,544,BLVa_t,26,29,,1440
12360656, (Gust PN to LH left) [*BAlp4_l akira] #12360656,unk,unk,False,False,False,True,L,17819985,545,BAlp4,36,16,,1441
12364717,MB2IN-133,unk,unk,False,False,False,True,L,11356523,546,BLVa_t,178,30,,1442
12366224, (BLVa_t ascending lateral 1 left) [*BLVa_t_l akira] #12366224,unk,unk,False,False,False,True,L,19857577,547,BLVa_t,31,22,,1443
12366640, (BLV hook 1 left) [*BLVa_t_l akira] #12366640,unk,unk,False,False,False,True,L,17897298,548,BLVa_t,34,11,,1444
12367135, (BLVa_t hook 3 left) [*BLVa_t_l akira] #12367135,unk,unk,False,False,False,True,L,16666673,549,BLVa_t,6,2,,1445
12367568, (BLVa_t ascending 1 left) [*BLVa_t_l akira] #12367568,unk,unk,False,False,False,True,L,12884490,550,BLVa_t,86,23,,1446
12371688, (BLVa_t bilateral left) [*BLVa_t_l akira] #12371688,unk,unk,False,False,False,True,L,9811608,1148,BLVa_t,12,40,,1447
12387154, (AF7: PDL_left_sibling 35) [unknown lineage] #12387154,unk,unk,False,False,False,True,L,8723267,551,unk,91,16,,1448
12389097,FFN-10,FFN,FFN,False,False,False,True,L,15674269,552,BAlp4,64,28,,1449
12390459, (BAla12 big axon left) [*BAla12_l akira] #12390459,unk,unk,False,False,False,True,L,19989037,553,BAla12,37,101,,1450
12398622,FB2IN-7,FB2N,FB2N,False,False,False,True,L,4103336,554,BLAd-vl,119,54,,1451
12420377, (MIXED looper left) [*BLP12_l akira] #12420377,unk,unk,False,False,False,True,L,13242252,555,BLP12,11,4,,1452
12420898, (BAmv12 looper 2 left) [*BAmv12_dor_l akira,unk,unk,False,False,False,True,L,5162462,556,unk,93,4,,1453
12422147, (UNK horseshoe 2 right) [unknown lineage] #12422147,unk,unk,False,False,False,True,R,17746794,999,unk,27,9,,1454
12422355, (CM13 horseshoe 1 right) [*CM13_med_r akira] #12422355,unk,unk,False,False,False,True,R,8810141,296,CM13_med,33,18,,1455
12424328, (Gustatory? PN left; PN from MN sensory left) [*BAlc post_l akira] #12424328,unk,unk,False,False,False,False,L,16457812,1153,BAlc post,55,51,,1456
12424940,MB2IN-152,unk,unk,False,False,False,True,L,5971400,557,CPc,405,132,,1457
12425856,MB2IN-166 (Projection neuron LH) [*BAlp_ant_l akira] #12425856,unk,unk,False,False,False,True,L,13173311,558,BAlp_ant,56,18,,1458
12452356, (BAlc post ascending 2 left) [*BAlc post_l akira] #12452356,unk,unk,False,False,False,True,L,6250655,559,BAlc post,8,18,,1459
12474164, (DPMm2 descending right) [*DPMm2_r akira] #12474164,O_dVNC,O_dVNC,False,False,False,True,R,17022668,874,DPMm2,149,16,,1460
12474815, (CPf contralateral 2 right) [*CPf_r akira] #12474815,unk,unk,False,False,False,True,R,20151537,1070,CPf,32,28,,1461
12475432,MBIN-e2 (MBE24a left) [*CPc_l akira] #12475432,MBIN,MBIN,False,False,False,True,L,3890028,560,CPc,345,286,,1462
12476851,CN-21,unk,unk,False,False,False,True,L,16070049,561,BLP34,134,42,,1463
12478620,MB2IN-109,unk,unk,False,False,False,True,L,16318521,562,BAla34,97,43,,1464
12479019,FFN-17,FFN,FFN,False,False,False,True,L,5560620,563,BAmas12_dor,140,42,,1465
12498338,CN-29,unk,unk,False,False,False,True,L,3913629,564,BLAv12at,163,51,,1466
12500843, (BAla12 ascending 1 left) [*BAla12_l akira] #12500843,unk,unk,False,False,False,True,L,13167730,565,BAla12,64,23,,1467
12509506, (BLA ipsilateral left) [*BLAd-vm_l akira,unk,unk,False,False,False,True,L,16841026,566,unk,34,15,,1468
12548756,MB2IN-100 (BLAvm bilateral neuron 7 right; VLP LAL ) [*BLAvm post_r akira] #12548756,unk,unk,False,False,False,True,R,10885466,447,BLAvm post,179,31,,1469
12551020,MB2ON-207 (DALv1_PB3_left) [*DALv1_l akira] #12551020,unk,unk,False,False,False,True,L,14756061,567,DALv1,183,31,,1470
12585379,MB2IN-97 (neuron 12585380) [*BAla12_l akira] #12585379,unk,unk,False,False,False,True,L,13768622,568,BAla12,74,28,,1471
12587013,CN-65,unk,unk,False,False,False,True,L,9015568,569,CPc,128,26,,1472
12598741,MB2IN-211,unk,unk,False,False,False,True,L,15706875,570,CPe,130,67,,1473
12612426,MB2ON-185 (BAmd2 r Columbus of GPhN left) [*BAmd2_v_l akira] #12612426,unk,unk,False,False,False,True,L,2568522,571,BAmd2_v,86,35,,1474
12617396, (L left (PN to LH)) [*BAlp4_l akira] #12617396,unk,unk,False,False,False,True,L,3844799,572,BAlp4,188,10,,1475
12634154, (IPC 3 left) [*Dilp_l akira] #12634154,O_IPC,O_IPC,False,False,False,True,L,2283495,573,Dilp,121,0,,1476
12654063, (UNK ipsilateral 2 left) [unknown lineage] #12654063,unk,unk,False,False,False,True,L,10986253,574,unk,11,6,,1477
12667895,MB2IN-165 (Hairbrush_left ) [*DPLp_l akira] #12667895,unk,unk,False,False,False,True,L,17425996,575,DPLp,176,38,,1478
12670738,FFN-31,FFN,FFN,False,False,False,True,L,17847543,576,BAla12,85,41,,1479
12704069,CN-1,FBN,FBN,False,False,False,True,R,2966602,22,DPLd,320,58,,1480
12704360, (CA-LP-1_right) [*ncc_d_r akira] #12704360,O_CA-LP,O_CA-LP,False,False,False,True,R,3928652,54,ncc_d,76,0,,1481
12726582,KC (KC16) [Lineage MBNB A left] #12726582,KC,KC-3claw,False,False,False,True,L,-1,-1,MBNB A left,41,216,3claw,1482
12745771, (DN1-1 - PDL007 left) [*DPLc_ant_lat_l akira] #12745771,unk,unk,False,True,True,True,L,2914206,577,DPLc_antat,137,0,,1483
12746220, (DPLl 2 right) [*DPLl_r akira] #12746220,unk,unk,False,False,False,True,R,5484314,137,DPLl,36,31,,1484
12782494, (SLU_left) [*DPMpl12_l akira] #12782494,unk,unk,False,False,False,True,L,15585114,578,DPMpl12,89,11,,1485
12789813,MB2ON-17 (Tomato Vine_left) [*DPMpm1_l akira] #12789813,O_dSEZ,O_dSEZ,False,False,False,True,L,16405545,579,DPMpm1,258,17,,1486
12813847,CN-20,unk,unk,False,False,False,True,R,17361757,949,BLAl,228,70,,1487
12832017,FFN-16,FFN,FFN,False,False,False,True,L,19091931,580,CM13at,68,16,,1488
12839441,CN-32,unk,unk,False,True,True,True,L,17125520,581,BLVa12,196,0,,1489
12840470,LH-25,unk,unk,False,False,False,True,L,10495502,582,DPMpm1,250,77,,1490
12842593,MB2IN-143 (BAmas SOG MBE2_l right) [unknown lineage] #12842593,unk,unk,False,False,False,True,R,11853038,519,unk,83,22,,1491
12866697,MB2ON-92 (CC ; DPLm post 1_left) [*DPLc5_l akira,unk,unk,False,False,False,True,L,11465297,583,unk,36,55,,1492
12868041,CN-51,unk,unk,False,False,False,True,L,16339645,584,DPLc5,111,94,,1493
12869029,MB2ON-42 (IL; DAMd23_left) [*DAMd23_l akira] #12869029,unk,unk,False,False,False,True,L,13953356,585,DAMd23,64,11,,1494
12871993,DAN-k1 (MBE1b left) [*DALcm12-m_l akira] #12871993,MBIN,MBIN-DAN,False,False,False,True,L,4884579,586,DALcm12-m,211,349,DAN,1495
12882179, (BLVa_t hook 2 right -GAP) [*BLVa_t_r akira] #12882179,unk,unk,False,False,False,True,R,2652641,19,BLVa_t,49,33,,1496
12882387, (Maxillary Nerve LN 1 left) [*BAlc post_l akira] #12882387,unk,unk,False,False,False,True,L,7563413,587,BAlc post,24,19,,1497
12884490, (BLVa_t ascending 1 right) [*BLVa_t_r akira] #12884490,unk,unk,False,False,False,True,R,12367568,550,BLVa_t,89,22,,1498
12923749, (BLAv12_lat pointer 1 left) [*BLAv12_lat_l akira] #12923749,unk,unk,False,False,False,True,L,2878185,588,BLAv12at,30,7,,1499
12928099,MB2ON-163 (MB2ON-163 right) [*BAmd1_r akira] #12928099,unk,unk,False,False,False,True,R,15474790,678,BAmd1,18,40,,1500
12935696,MB2ON-234 (BZ ; CM4 dor pos 2 right) [*CM4-dm_r akira] #12935696,unk,unk,False,False,False,True,R,16753901,831,CM4-dm,142,19,,1501
12935706, (BAlp_ant bilateral left) [*BAlp_ant_l akira] #12935706,unk,unk,False,False,False,True,L,5805651,589,BAlp_ant,76,17,,1502
