	 neuron_name	Class 1	Merge Class	is_pdiff	is_usplit	is_LNpre	is_brain	Hemisphere	Pair	Pair ID	Class 2
16631222	KC (KC no pair) [Lineage MBNB D left] #16631222	KC	KC-3claw	False	False	False	True	L	-1	-1	3claw
7107433	45b PN (45b PN left) [*BAmv3_l akira] #7107433	uPN	uPN	False	False	False	True	L	8253413	206	
5855343	 (CM13 tall ipsilateral right) [*CM13_lat_r akira] #5855343	Unk	Unk	False	False	False	True	R	5689639	148	
14460113	KC (KC no pair) [Lineage MBNB B left] #14460113	KC	KC-3claw	False	False	False	True	L	-1	-1	3claw
17728632	 (BAlc post ascending 1 left) [*BAlc post_l akira] #17728632	Unk	Unk	False	False	False	True	L	17327188	970	
9480916	 (ni contralateral 3 left) [ni-neurons MB_l akira] #9480916	Unk	Unk	False	False	False	True	L	9077224	346	
10792617	 (DPMpm1  2_left) [*DPMpm1_l akira] #10792617	Unk	Unk	False	False	False	True	L	11278919	438	
1678567	MB2ON-135 (BU ; DALd 4_left) [*DALd_l akira] #1678567	O_dVNC	O_dVNC	False	False	False	True	L	6153877	3	
17306107	 (CM4 contralateral 2 left) [*CM4-vm_l akira] #17306107	Unk	Unk	False	False	False	True	L	6111289	915	
15522777	 (AN-R-Sens-B2-ACp-21) [] #15522777	sens	sens-AN	False	False	False	False	R	-1	-1	AN
14588375	 (UNK contralateral descending right) [unknown lineage] #14588375	O_dVNC	O_dVNC	False	False	False	True	R	18058793	1019	
18620885	 (AN-R-Sens-B2-ACp-23) [] #18620885	sens	sens-AN	False	False	False	False	R	-1	-1	AN
9845997	 (UNK crinkled 2 right) [unknown lineage] #9845997	Unk	Unk	False	False	False	True	R	15023806	667	
15541976	 (AN-R-Sens-B2-ACp-19) [] #15541976	sens	sens-AN	False	False	False	False	R	-1	-1	AN
13727202	 (UNK contralateral descending 2 right) [unknown lineage] #13727202	O_dVNC	O_dVNC	False	False	False	True	R	17165755	897	
15506094	 (AN-R-Sens-B2-ACp-18) [] #15506094	sens	sens-AN	False	False	False	False	R	-1	-1	AN
17165755	 (UNK contralateral descending 2 left) [unknown lineage] #17165755	O_dVNC	O_dVNC	False	False	False	True	L	13727202	897	
15507888	 (AN-R-Sens-B2-ACp-20) [] #15507888	sens	sens-AN	False	False	False	False	R	-1	-1	AN
18058793	 (UNK contralateral descending left) [unknown lineage] #18058793	O_dVNC	O_dVNC	False	False	False	True	L	14588375	1019	
15398807	 (AN-R-Sens-B2-ACp-17) [] #15398807	sens	sens-AN	False	False	False	False	R	-1	-1	AN
16671014	 (UNK contralateral 2 right) [unknown lineage] #16671014	Unk	Unk	False	False	False	True	R	16345627	758	
15532105	 (AN-R-Sens-B2-AVa-24 (PPS mechano)) [] #15532105	sens	sens-AN	False	False	False	False	R	-1	-1	AN
17975547	 (UNK crinkled left) [unknown lineage] #17975547	Unk	Unk	False	False	False	True	L	15018449	1014	
15533421	 (AN-R-Sens-B2-AVp-02) [] #15533421	sens	sens-AN	False	False	False	False	R	-1	-1	AN
18076102	 (UNK descending 1 left) [unknown lineage] #18076102	O_dSEZ	O_dSEZ	False	False	False	True	L	17654514	1021	
3192952	 (AN-R-Sens-B2-AVa-25 (PPS mechano)) [] #3192952	sens	sens-AN	False	False	False	False	R	-1	-1	AN
17654514	 (UNK descending 1 right) [unknown lineage] #17654514	Unk	Unk	False	False	False	True	R	18076102	1021	
7160160	 (AN-R-Sens-B2-AVp-01) [] #7160160	sens	sens-AN	False	False	False	False	R	-1	-1	AN
15018449	 (UNK crinkled right) [unknown lineage] #15018449	Unk	Unk	False	False	False	True	R	17975547	1014	
15250080	 (BAmas12_ven descending 4 right) [*BAmas12_ven_r akira] #15250080	Unk	Unk	False	False	False	True	R	9795662	366	
15445198	 (AN-R-Sens-B2-VM-08) [] #15445198	sens	sens-AN	False	False	False	False	R	-1	-1	AN
17732256	 (UNK descending to T1 left) [*DPMpl12_l akira] #17732256	O_dVNC	O_dVNC	False	False	False	True	L	17656886	990	
17359501	 (BAmd descending left) [*BAmd1_l akira] #17359501	O_dVNC	O_dVNC	False	False	False	True	L	13763548	934	
8697453	 (Basal Tel-like 3 right) [*BLAvm post_r akira] #8697453	Unk	Unk	False	False	False	True	R	10982951	458	
8838927	FFN-32	FFN	FFN	False	False	False	True	L	17107661	299	
9161929	 (BLVa34 local hook right) [*BLVa34_r akira] #9161929	Unk	Unk	False	False	False	True	R	16490014	793	
4152272	FB2IN-14	FB2N	FB2N	False	False	False	True	R	8052161	251	
4215611	 (DPMl Sloppy right) [*DPMl_ant_dor_r akira] #4215611	O_dSEZ	O_dSEZ	False	False	False	True	R	17321919	917	
3044500	MB2IN-172 (DPLc1 Descending L) [*DPMl_ant_ven_l akira] #3044500	O_dSEZ	O_dSEZ	False	False	False	True	L	6317793	27	
13763548	 (BAmd descending right) [*BAmd2_v_r akira] #13763548	O_dSEZ	O_dSEZ	False	False	False	True	R	17359501	934	
15985265	 (BLD interneuron left) [*BLDc_l akira] #15985265	Unk	Unk	False	False	False	True	L	17827115	734	
15741865	CN-45	FBN	FBN	False	False	False	True	L	6290724	724	
20139548	 (CM4 Bridle left) [*CM4-dm_l akira] #20139548	O_dSEZ	O_dSEZ	False	False	False	True	L	17380345	1070	
14519048	KC (KC no pair) [Lineage MBNB B left] #14519048	KC	KC-4claw	False	False	False	True	L	-1	-1	4claw
2914206	 (DN1-1 - PDL007 right ) [*DPLc_ant_lat_r akira] #2914206	Unk	Unk	False	True	True	True	R	12745771	578	
15679639	 (above BPL toward anterior Right) [*DPLal1-3_r akira] #15679639	Unk	Unk	False	False	False	True	R	14797760	660	
15588389	 (ASB B1 right 9 ) [*DPlal1-3_lat_r akira] #15588389	Unk	Unk	False	False	False	True	R	18566501	1041	
20812872	 (UNK simple unpaired left) [unknown lineage] #20812872	Unk	Unk	False	False	False	True	L	-1	-1	
19881737	 (CP contralateral left) [*CPd_l akira] #19881737	Unk	Unk	False	False	False	True	L	2505266	1066	
16448971	KC (KC young no claws) [Lineage MBNB B left] #16448971	KC	KC	False	False	False	True	L	-1	-1	
7335439	 (Coaster (NPF) 2 left) [*DPMpl12_l akira] #7335439	O_dSEZ	O_dSEZ	False	False	False	True	L	5500958	213	
7838405	KC (KC37) [Lineage MBNB C right] #7838405	KC	KC-4claw	False	False	False	True	R	-1	-1	4claw
6254216	 (BAlc post lat lat #4 ALT neuron 6254217 right) [*BAlc post_r akira] #6254216	Unk	Unk	False	False	False	True	R	11192283	483	
19054481	 (output to SEZ left) [*DPMm1_l akira] #19054481	O_dSEZ	O_dSEZ	False	False	False	True	L	17351780	1050	
13405613	 (inner bridge 1 right) [*DPLc_post_lat_r akira] #13405613	Unk	Unk	False	False	False	True	R	12293334	538	
8078096	CN-57	FAN	FAN	False	False	False	True	L	4514494	253	
15514582	 (CPf Lever Puller left) [*CPf_l akira] #15514582	Unk	Unk	False	False	False	True	L	8826198	683	
17352470	 (DPMpl12 Brain into SEZ? right) [*DPMpl12_r akira] #17352470	Unk	Unk	False	False	False	True	R	7338309	214	
7130033	MB2IN-64 (Brain into VNC) [*DPMpl12_l akira] #7130033	Unk	Unk	False	False	False	True	L	5996485	207	
12726582	KC (KC16) [Lineage MBNB A left] #12726582	KC	KC-3claw	False	False	False	True	L	-1	-1	3claw
17937991	 (BLVa_t ascending medial 2 right) [*BLVa_t_r akira] #17937991	Unk	Unk	False	False	False	True	R	6729443	191	
4411688	FB2IN-3	FB2N	FB2N	False	False	False	True	R	18035864	1017	
16547268	 (BAmv12 looper 1 left) [*BAmv12_dor_l akira] #16547268	Unk	Unk	False	False	False	True	L	15732485	805	
8399890	94a&94b PN (94a & 94b PN left) [*BAmv3_l akira] #8399890	uPN	uPN	False	False	False	True	L	4651929	279	
11719626	 (BLP12 spaghetti left; dpn_left_1304_2) [*BLP12_l akira] #11719626	Unk	Unk	False	True	True	True	L	20278329	513	
8752697	FAN-1	FAN	FAN	False	False	False	True	R	3157405	32	
5786898	 (DALcm12-v forked right; 1+0 DALcm12 v ap 3_right) [*DALcm12-v_r akira] #5786898	Unk	Unk	False	False	False	True	R	-1	-1	
17654973	 (BLP12 hook 2 right) [*BLP12_r akira] #17654973	Unk	Unk	False	False	False	True	R	17729347	982	
7057894	DAN-i1 (MBE1c left) [*DALcm12-m_l akira] #7057894	MBIN	MBIN-DAN	False	False	False	True	L	6611894	202	DAN
6156152	 (DALd bushy right; DALd_r 5 Review) [*DALd_r akira] #6156152	O_dVNC	O_dVNC	False	False	False	True	R	1622901	1	
7057730	 (DALcm12 v ap 11 left) [*DALcm12-v_l akira] #7057730	Unk	Unk	False	False	False	True	L	4017464	201	
15512404	 (DALcm12-v forked left; DALcm12 L v ap 6_left) [*DALcm12-v_l akira] #15512404	Unk	Unk	False	False	False	True	L	-1	-1	
16651566	 (BLAv12 hook 1 right) [unknown lineage] #16651566	Unk	Unk	False	False	False	True	R	12252572	533	
8542422	CN-26	Unk	Unk	False	False	False	True	R	8069432	252	
14758420	 (DALv1_PB2_right) [*DALv1_r akira] #14758420	Unk	Unk	False	False	False	True	R	17360262	944	
13206239	LH-6	Unk	Unk	False	False	False	True	L	8847957	595	
14333371	LH-3 (AF:uptoLN2 sibling 35_left) [*DPLp_l akira] #14333371	Unk	Unk	False	False	False	True	L	2932028	630	
11157622	 (BAmd1 PN 1 left) [*BAmd1_l akira] #11157622	Unk	Unk	False	True	True	True	L	17036160	482	
4127926	 (BLP34 bilateral 2 right) [*BLP34_r akira] #4127926	Unk	Unk	False	False	False	True	R	5745110	156	
7025064	 (DALcm12 L v ap 2_left) [*DALcm12-v_l akira] #7025064	Unk	Unk	False	False	False	True	L	8161142	195	
5937084	KC (KC65;_42a left) [Lineage MBNB C left] #5937084	KC	KC-1claw	False	False	False	True	L	8850802	173	1claw
5162462	 (BAmv12 looper 2 right) [*BAmv12_ven_r akira] #5162462	Unk	Unk	False	False	False	True	R	12420898	557	
3234817	APL (MBE12 right) [*BLVa34_r akira] #3234817	APL	APL	False	False	False	True	R	15571194	696	
14759661	 (DALl1 6) [*DALl1_r akira] #14759661	Unk	Unk	False	False	False	True	R	-1	-1	
13986583	LH-13 (LH to pseudo bridges_right) [*BLDd_r akira] #13986583	Unk	Unk	False	False	False	True	R	6494274	182	
16014607	 (BLDc descending 1 left) [BLAd_l akira] #16014607	Unk	Unk	False	False	False	True	L	3122533	737	
14948339	CN-49	Unk	Unk	False	False	False	True	R	17237305	908	
19090042	 (CM13 hook 4 right) [*CM13_lat_r akira] #19090042	Unk	Unk	False	False	False	True	R	10234576	387	
16629931	KC (KC no pair) [Lineage MBNB A left] #16629931	KC	KC-4claw	False	False	False	True	L	-1	-1	4claw
17729110	 (BLAvm bilateral neuron 5 left) [*BLAvm ant_l akira] #17729110	Unk	Unk	False	False	False	True	L	16399845	978	
4022539	CN-41	MBON	MBON	False	False	False	True	R	17016974	874	
13675374	 (BAla34 ven 1 d right) [*BAla34_r akira] #13675374	Unk	Unk	False	False	False	True	R	17448356	959	
17448356	 (BAla34 ven 1 d left) [*BAla34_l akira] #17448356	Unk	Unk	False	False	False	True	L	13675374	959	
11197975	 (neuron 11197976: fragment with soma) [*CPbl_l akira] #11197975	Unk	Unk	False	False	False	True	L	-1	-1	
11263687	 (Basal Tel-like 5 left (Downstream A00c)) [*BLAv12_ant_l akira] #11263687	Unk	Unk	False	False	False	True	L	6692908	490	
5679304	FFN-34	FFN	FFN	False	False	False	True	L	8689148	143	
20343986	 (BLDc A00c pointer left) [BLAd_l akira] #20343986	Unk	Unk	False	False	False	True	L	2881070	1074	
10702736	CN-47	Unk	Unk	False	False	False	True	L	14206030	425	
2652641	 (BLVa_t hook 2 left) [*BLVa_t_l akira] #2652641	Unk	Unk	False	False	False	True	L	12882179	19	
9457719	FB2IN-4	FB2N	FB2N	False	False	False	True	R	13852833	611	
10682411	 (BLP12 claw 3 right; BLP12 a 4) [*BLP12_r akira	Unk	Unk	False	False	False	True	R	8765298	291	
17176911	CN-63	Unk	Unk	False	False	False	True	L	4575178	902	
7227010	 (CM4-dm Switcheroo 4 left) [*CM4-vm_l akira] #7227010	O_dVNC	O_dVNC	False	False	False	True	L	16115575	211	
9585036	 (LH_sibling 67 like right) [*BLDc_r akira] #9585036	Unk	Unk	False	False	False	True	R	19045334	1048	
17942676	 (LH_sibling 67 right) [*BLDc_r akira] #17942676	Unk	Unk	False	False	False	True	R	14319498	629	
9927082	 (LN1;left) [*BLAd-OL_l akira] #9927082	Unk	Unk	False	False	False	True	L	7874184	371	
7874184	 (LN1;right) [*BLAd-OL_r akira] #7874184	Unk	Unk	False	False	False	True	R	9927082	371	
2204467	 (LN2;left) [*BLAd-OL_l akira] #2204467	Unk	Unk	False	False	False	True	L	2512602	8	
2512602	 (LN2;right) [*BLAd-OL_r akira] #2512602	Unk	Unk	False	False	False	True	R	2204467	8	
8118929	 (LN3;left) [*BLAd-OL_l akira] #8118929	Unk	Unk	False	False	False	True	L	2775943	257	
2775943	 (LN3;right) [*BLAd-OL_r akira	Unk	Unk	False	False	False	True	R	8118929	257	
16087799	 (LN4;left) [*BLAd-OL_l akira] #16087799	Unk	Unk	False	False	False	True	L	2775707	743	
2775707	 (LN4;right) [*BLAd-OL_r akira] #2775707	Unk	Unk	False	False	False	True	R	16087799	743	
7694589	 (LONI;left) [*BLAd-OL_l akira] #7694589	Unk	Unk	False	False	False	True	L	8271034	224	
8271034	 (LONI;right) [*BLAd-OL_r akira] #8271034	Unk	Unk	False	False	False	True	R	7694589	224	
16167914	 (LX1_left) [*BAmd2_v_l akira] #16167914	Unk	Unk	False	False	False	True	L	13834125	751	
13834125	 (LX1_right) [*BAmd2_v_r akira] #13834125	Unk	Unk	False	False	False	True	R	16167914	751	
15792643	 (LX_left) [*BAmd2_v_l akira] #15792643	Unk	Unk	False	False	False	True	L	15610774	728	
15610774	 (LX_right) [*BAmd2_v_r akira] #15610774	Unk	Unk	False	False	False	True	R	15792643	728	
16059078	 (Local Crescent left) [unknown lineage] #16059078	Unk	Unk	False	False	False	True	L	4130960	742	
4130960	 (Local Crescent right) [*BLAd-OL_r akira] #4130960	Unk	Unk	False	False	False	True	R	16059078	742	
4324567	 (Lure-1 left) [*BAmv12_dor_l akira] #4324567	Unk	Unk	False	False	False	True	L	15732509	79	
15732509	 (Lure-1 right) [*BAmv12_dor_r akira] #15732509	Unk	Unk	False	False	False	True	R	4324567	79	
16547281	 (Lure-2 left) [*BAmv12_dor_l akira] #16547281	Unk	Unk	False	False	False	True	L	13722900	806	
13722900	 (Lure-2 right) [*BAmv12_dor_r akira] #13722900	Unk	Unk	False	False	False	True	R	16547281	806	
16545179	 (Lure-3 left) [*BAmv12_dor_l akira] #16545179	Unk	Unk	False	False	False	True	L	14501257	802	
14501257	 (Lure-3 right) [*BAmv12_dor_r akira] #14501257	Unk	Unk	False	False	False	True	R	16545179	802	
3882998	 (MB1: incomplete neuron with soma) [*CPe_l akira] #3882998	Unk	Unk	False	False	False	True	L	-1	-1	
8253620	 (MB2IN-159 left alternative) [*DPlal1-3_ant_l akira] #8253620	Unk	Unk	False	False	False	True	L	18639459	265	
15639216	 (MB2IN-161 left alternative) [*DPlal1-3_ant_l akira] #15639216	Unk	Unk	False	False	False	True	L	15639331	714	
15639331	 (MB2IN-161 right alternative) [*DPLal1-3_r akira	Unk	Unk	False	False	False	True	R	15639216	714	
2438653	 (MB2IN-162/163 like left; PDLr) [*DPLp_l akira] #2438653	Unk	Unk	False	False	False	True	L	15632120	11	
15632120	 (MB2IN-162/163 like right) [*DPLl_r akira] #15632120	Unk	Unk	False	False	False	True	R	2438653	11	
16444758	 (MB2ON-205 like left) [*DPLc_post_med_l akira] #16444758	Unk	Unk	False	True	True	True	L	17762417	783	
17762417	 (MB2ON-205 like right) [*DPLc_post_med_r akira	Unk	Unk	False	True	True	True	R	16444758	783	
5688091	 (MBE - Input of Hugin RG Candidates left 1 - paired with #5038920) [*CPe_l akira] #5688091	Unk	Unk	False	False	False	True	L	5038920	147	
5038920	 (MBE - Input of Hugin RG Candidates right 1 - paired with #5688091) [*CPd_r akira] #5038920	Unk	Unk	False	False	False	True	R	5688091	147	
11656349	 (MBE29a? left) [*BAmas12_ven_l akira] #11656349	Unk	Unk	False	False	False	True	L	16297403	503	
16297403	 (MBE29a? right) [*BAmas12_ven_r akira] #16297403	Unk	Unk	False	False	False	True	R	11656349	503	
5053417	 (MBE29b? left) [*BAmas12_ven_l akira] #5053417	Unk	Unk	False	False	False	True	L	16188942	123	
16188942	 (MBE29b? right) [*BAmas12_ven_r akira] #16188942	Unk	Unk	False	False	False	True	R	5053417	123	
10728333	 (MDNa_left) [*DPMm1_l akira] #10728333	O_dVNC	O_dVNC	False	False	False	True	L	18464581	432	
18464581	 (MDNa_right) [*DPMm1_r akira] #18464581	O_dVNC	O_dVNC	False	False	False	True	R	10728333	432	
10728328	 (MDNb_left) [*DPMm1_l akira] #10728328	O_dVNC	O_dVNC	False	False	False	True	L	13557064	431	
13557064	 (MDNb_right) [*DPMm1_r akira] #13557064	O_dVNC	O_dVNC	False	False	False	True	R	10728328	431	
10922020	 (MIXED bilateral left) [unknown lineage] #10922020	Unk	Unk	False	False	False	True	L	17654638	453	
17654638	 (MIXED bilateral right) [*BLAvm ant_r akira] #17654638	Unk	Unk	False	False	False	True	R	10922020	453	
5577650	 (MIXED brancher left) [*BLAd-vm_l akira] #5577650	Unk	Unk	False	False	False	True	L	13358515	138	
13358515	 (MIXED brancher right) [*BLAl_r akira] #13358515	Unk	Unk	False	False	False	True	R	5577650	138	
9971209	 (MIXED crinkled left; Down to Multi PNs) [BLD5/6_l akira] #9971209	Unk	Unk	False	False	False	True	L	8812078	375	
8812078	 (MIXED crinkled right; BLAd ant med 2 meets Larderet neuron 8812079) [*BLAd-vm_r akira] #8812078	Unk	Unk	False	False	False	True	R	9971209	375	
6623049	 (MIXED forked left) [*BLVa12_l akira] #6623049	Unk	Unk	False	False	False	True	L	17654634	187	
17654634	 (MIXED forked right) [*BLVa34_r akira] #17654634	Unk	Unk	False	False	False	True	R	6623049	187	
12420377	 (MIXED looper left) [*BLP12_l akira] #12420377	Unk	Unk	False	False	False	True	L	13242252	556	
13242252	 (MIXED looper right) [*CPb_r akira] #13242252	Unk	Unk	False	False	False	True	R	12420377	556	
8055671	 (MN-L-Sens-B1-ACpl-01) [] #8055671	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15698623	 (MN-L-Sens-B1-VM-02) [] #15698623	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15714330	 (MN-L-Sens-B1-VM-03) [] #15714330	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15700147	 (MN-L-Sens-B1-VM-04) [] #15700147	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15714173	 (MN-L-Sens-B1-VM-05) [] #15714173	sens	sens-MN	False	False	False	False	L	-1	-1	MN
4338596	 (MN-L-Sens-B2-ACp-01) [] #4338596	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15716701	 (MN-L-Sens-B2-ACp-02) [] #15716701	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15716309	 (MN-L-Sens-B2-ACp-03) [] #15716309	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15715643	 (MN-L-Sens-B2-ACp-04) [] #15715643	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15716094	 (MN-L-Sens-B2-ACp-05) [] #15716094	sens	sens-MN	False	False	False	False	L	-1	-1	MN
12260696	 (MN-L-Sens-B2-ACp-06) [] #12260696	sens	sens-MN	False	False	False	False	L	-1	-1	MN
11745381	 (MN-L-Sens-B2-ACp-07) [] #11745381	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15938337	 (MN-L-Sens-B2-ACp-08) [] #15938337	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15690093	 (MN-L-Sens-B2-ACp-09) [] #15690093	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15679577	 (MN-L-Sens-B2-ACp-10) [] #15679577	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15674262	 (MN-L-Sens-B2-ACp-11 (Olfactory Gustatory connector 2)) [] #15674262	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15689373	 (MN-L-Sens-B2-ACp-12) [] #15689373	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15716127	 (MN-L-Sens-B2-ACp-13) [] #15716127	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15686512	 (MN-L-Sens-B2-ACp-14) [] #15686512	sens	sens-MN	False	False	False	False	L	-1	-1	MN
11736972	 (MN-L-Sens-B2-ACp-15) [] #11736972	sens	sens-MN	False	False	False	False	L	-1	-1	MN
12073881	 (MN-L-Sens-B2-ACp-16) [] #12073881	sens	sens-MN	False	False	False	False	L	-1	-1	MN
18934019	 (MN-L-Sens-B2-ACp-17) [] #18934019	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15677323	 (MN-L-Sens-B2-ACp-18) [] #15677323	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15680093	 (MN-L-Sens-B2-ACp-19) [] #15680093	sens	sens-MN	False	False	False	False	L	-1	-1	MN
15688358	 (MN-L-Sens-B2-ACp-20) [] #15688358	sens	sens-MN	False	False	False	False	L	-1	-1	MN
13953356	MB2ON-42 (IL; DAMd23_right) [*DAMd23_r akira] #13953356	Unk	Unk	False	False	False	True	R	12869029	586	
10880408	MB2ON-48 (PZ_left) [*BLP34_l akira] #10880408	Unk	Unk	False	False	False	True	L	10875178	447	
10875178	MB2ON-48 (PZ_right) [*BLP34_r akira] #10875178	Unk	Unk	False	False	False	True	R	10880408	447	
4433960	MB2ON-52 (NQ: BAla1/2_left) [*BAla12_l akira] #4433960	Unk	Unk	False	False	False	True	L	13806524	98	
13806524	MB2ON-52 (NQ: BAla12_right) [*BAla12_r akira] #13806524	Unk	Unk	False	False	False	True	R	4433960	98	
9051960	MB2ON-53 (AD ; DALcm12 m ant lat 7_left) [*DALcm12-m_l akira] #9051960	Unk	Unk	False	False	False	True	L	17813006	311	
17813006	MB2ON-53 (AD ; DALcm12 m ant lat 7_right) [*DALcm12-m_r akira] #17813006	Unk	Unk	False	False	False	True	R	9051960	311	
7700444	MB2ON-59 (BT ; CM13 med 5_left) [*CM13_med_l akira] #7700444	Unk	Unk	False	False	False	True	L	16910799	225	
16910799	MB2ON-59 (BT ; CM13 med 5_right) [*CM13_med_r akira] #16910799	Unk	Unk	False	False	False	True	R	7700444	225	
9006142	MB2ON-6 (AK ; DALcm12 v p 7_left) [*DALcm12-v_l akira] #9006142	Unk	Unk	False	False	False	True	L	5783868	308	
5783868	MB2ON-6 (AK ; DALcm12 v p 7_right ) [*DALcm12-v_r akira] #5783868	Unk	Unk	False	False	False	True	R	9006142	308	
9061235	MB2ON-60 (BO ; BAmd2 ven desc 7_left) [*BAmd2_v_l akira] #9061235	O_dSEZ	O_dSEZ	False	True	True	True	L	13836327	313	
13836327	MB2ON-60 (BO ; BAmd2 ven desc 7_right) [*BAmd2_v_r akira] #13836327	O_dSEZ	O_dSEZ	False	True	True	True	R	9061235	313	
10758204	MB2ON-61 (CA ; DPMpm1 1_left) [*DPMpm1_l akira] #10758204	Unk	Unk	False	False	False	True	L	2650887	434	
2650887	MB2ON-61 (CA ; DPMpm1 1_right) [*DPMpm1_r akira] #2650887	Unk	Unk	False	False	False	True	R	10758204	434	
13764822	MB2ON-62 (BSD; BAmd2 ven desc lat 5_right - AXON WRONG) [*BAmd2_v_r akira] #13764822	O_dSEZ	O_dSEZ	False	False	False	True	R	8357933	278	
8357933	MB2ON-62 (BT; BAmd2 ven desc lat 5_left -AXON WRONG) [*BAmd2_v_l akira] #8357933	O_dSEZ	O_dSEZ	False	False	False	True	L	13764822	278	
4721538	MB2ON-63 (QI; visual interneuron_left) [*BLAd-OL_l akira] #4721538	Unk	Unk	False	False	False	True	L	8069365	112	
8069365	MB2ON-63 (QI; visual interneuron_right) [*BLAd-OL_r akira] #8069365	Unk	Unk	False	False	False	True	R	4721538	112	
10017944	MB2ON-64 (WI; CM4 dor ant 10 to LAL_left) [*CM4-dm_l akira] #10017944	Unk	Unk	False	False	False	True	L	16913476	378	
16913476	MB2ON-64 (WI; CM4 dor ant 10 to LAL_right) [*CM4-dm_r akira] #16913476	Unk	Unk	False	False	False	True	R	10017944	378	
10918898	MB2ON-67 (ML_left) [*DPMpm2_l akira] #10918898	Unk	Unk	False	False	False	True	L	4228105	451	
4228105	MB2ON-67 (ML_right) [*DPMpm2_r akira] #4228105	Unk	Unk	False	False	False	True	R	10918898	451	
17177419	MB2ON-68 (EV_left) [*CM13_med_l akira] #17177419	Unk	Unk	False	False	False	True	L	4227880	905	
4227880	MB2ON-68 (EV_right ) [*CM13_med_r akira] #4227880	Unk	Unk	False	False	False	True	R	17177419	905	
17083341	MB2ON-73 (CM13 med right) [*CM13_med_r akira] #17083341	Unk	Unk	False	False	False	True	R	17813457	1007	
17813457	MB2ON-73 (neuron 17813458 left) [*CM13_med_l akira] #17813457	Unk	Unk	False	False	False	True	L	17083341	1007	
17373283	MB2ON-75 (DPMpm1 3_left) [*DPMpm1_l akira] #17373283	O_dVNC	O_dVNC	False	False	False	True	L	10339991	951	
10339991	MB2ON-75 (DPMpm1 3_right) [*DPMpm1_r akira] #10339991	O_dSEZ	O_dSEZ	False	False	False	True	R	17373283	951	
14891367	MB2ON-76 (BAmd1 d_left) [*BAmd1_l akira] #14891367	Unk	Unk	False	False	False	True	L	5771934	662	
5771934	MB2ON-76 (BAmd1 d_right) [*BAmd1_r akira] #5771934	Unk	Unk	False	False	False	True	R	14891367	662	
4409374	MB2ON-78 (CM13 lat 3_left) [*CM13_lat_l akira] #4409374	Unk	Unk	False	False	False	True	L	4234559	93	
4234559	MB2ON-78 (CM13 lat 3_right) [*CM13_lat_r akira] #4234559	Unk	Unk	False	False	False	True	R	4409374	93	
4408362	MB2ON-80 (NH; BAmd2_left -axon incomplete) [*BAmd2_d_l akira] #4408362	Unk	Unk	False	False	False	True	L	4721087	90	
4721087	MB2ON-80 (NH; BAmd2_right) [*BAmd2_d_r akira] #4721087	Unk	Unk	False	False	False	True	R	4408362	90	
15566333	MB2ON-83 (V ; DPMpm2 4_left) [*DPMpm2_l akira] #15566333	Unk	Unk	False	False	False	True	L	15568333	694	
15568333	MB2ON-83 (V ; DPMpm2 4_right) [*DPMpm2_r akira] #15568333	Unk	Unk	False	False	False	True	R	15566333	694	
9057998	MB2ON-86 (S ; Convergence Sibling AB Left; DALcm12 L m ant lat 2_left) [*DALcm12-m_l akira] #9057998	Unk	Unk	False	False	False	True	L	14214039	312	
14214039	MB2ON-86 (S ; Convergence Sibling AB Right; DALcm12 m ant lat 2_right) [*DALcm12-m_r akira] #14214039	Unk	Unk	False	False	False	True	R	9057998	312	
12866697	MB2ON-92 (CC ; DPLm post 1_left) [*DPLc5_l akira	Unk	Unk	False	False	False	True	L	11465297	584	
11465297	MB2ON-92 (CC ; DPLm post 1_right) [*DPLc5_r akira	Unk	Unk	False	False	False	True	R	12866697	584	
16444552	MB2ON-94 (CG_left) [*DPLc5_l akira	Unk	Unk	False	False	False	True	L	17340931	781	
17340931	MB2ON-94 (CG_right ) [*DPLc5_r akira	Unk	Unk	False	False	False	True	R	16444552	781	
8689674	MBIN-b1 (MBE10a left) [*DPLd_l akira] #8689674	MBIN	MBIN	False	False	False	True	L	8319311	287	
8319311	MBIN-b1 (MBE10a right) [*DPLd_r akira] #8319311	MBIN	MBIN	False	False	False	True	R	8689674	287	
17295912	MBIN-b2 (MBE10b left) [*DPLd_l akira] #17295912	MBIN	MBIN	False	False	False	True	L	16353832	913	
16353832	MBIN-b2 (MBE10b right) [*DPLd_r akira] #16353832	MBIN	MBIN	False	False	False	True	R	17295912	913	
