Skeleton ID,neuron_name,Class 1,Merge Class,is_pdiff,is_usplit,is_LNpre,is_brain,Hemisphere,Pair,Pair ID,lineage,Class 2,contraction,Original index,dim 0,dim 1,dim 2,dim 3,dim 4,dim 5,dim 6,dim 7,dim 8,dim 9,dim 10,dim 11,dim 12,dim 13
16950121,MB2ON-141 (WF; DALcm12 v p 13_left) [*DALcm12-v_l akira] #16950121,Unk,Unk,False,False,False,True,P,4849988,861,*DALcm12-v_l akira_,,"{4849988: {'neuron_name': 'MB2ON-141 (DP: DALcm12 v p 24_right) [*DALcm12-v_r akira] #4849988', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16950121, 'Pair ID': 861, 'lineage': '*DALcm12-v_r akira_', 'Class 2': nan}}",880,0.009593232468035319,0.044751934143660195,-0.03421606847352509,0.015848291701831385,-0.0023316815118520585,-0.019633336235030382,-0.008892547477508684,0.006934925898921463,0.023361047821318225,-0.01616003198417511,0.0013038766178973412,-0.003087780725834573,-0.006759503120313629,0.010355724636137214
19835787, (UNK posterior hook left) [unknown lineage] #19835787,Unk,Unk,False,False,False,True,L,-1,-1,unk,,,881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004892170034112872,0.010551971036203856,-0.008394141454181249,0.0011008004885541055,-0.0006944239698591201,-0.0035654916620248924,0.0034959156492135536
16545264, (BAmv12 local neuron left) [*BAmv12_dor_l akira] #16545264,Unk,Unk,False,False,False,True,P,5164129,803,*BAmv12_dor_l akira_,,"{5164129: {'neuron_name': ' (BAmv12 local neuron right) [*BAmv12_ven_r akira] #5164129', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16545264, 'Pair ID': 803, 'lineage': '*BAmv12_ven_r akira_', 'Class 2': nan}}",882,0.013608699867486493,0.04387526664812164,-0.02883184940146328,0.005954096619187262,0.00039628054977669254,-0.009325944385315584,-0.0037422721880972323,0.0027131397897639186,0.01182361771439751,-0.008959104618116574,0.003675438387857805,-0.00038253018878243745,-0.005008865863928462,-0.0023541832077092553
15512408, (DALcm12 L v ap 7) [*DALcm12-v_l akira] #15512408,Unk,Unk,False,False,False,True,P,4917442,682,*DALcm12-v_l akira_,,"{4917442: {'neuron_name': ' (DALcm12 v ap 12 wrong asc branch) [*DALcm12-v_r akira] #4917442', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 15512408, 'Pair ID': 682, 'lineage': '*DALcm12-v_r akira_', 'Class 2': nan}}",883,0.007488309697741076,0.03753187598431059,-0.030200153243100193,0.014344601027594293,-0.003468071393365994,-0.01886686384887849,-0.007245517449717937,0.010163138198137585,0.046553852045821936,-0.03510312547462246,0.016046998265977393,-0.0014885965060857946,-0.019829100537503464,-0.011215137749540404
17736641, (UNK descending 3 left) [unknown lineage] #17736641,Unk,Unk,False,False,False,True,L,-1,-1,unk,,,884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008319908149822112,0.03846668936837873,-0.029616662903583942,0.012069210627484166,-0.003314342327777678,-0.016590756270756173,-0.0035696316164373636
16950443, (DALd_r 9) [*DALd_r akira] #16950443,O_dVNC,O_dVNC,False,False,False,True,R,-1,-1,*DALd_r akira_,,,885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005148940682333108,0.02512775588176498,-0.020594553000519742,0.009803388000319102,-0.0018514776723799861,-0.013389309439860836,-0.004453120987585285
16098538, (DPLm2 gnarled left) [*DPLm2_l akira] #16098538,Unk,Unk,False,False,False,True,P,8670503,747,*DPLm2_l akira_,,"{8670503: {'neuron_name': ' (DPLm2 gnarled right) [*DPLm2_r akira] #8670503', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16098538, 'Pair ID': 747, 'lineage': '*DPLm2_r akira_', 'Class 2': nan}}",886,0.04296959775930847,-0.02013244754447519,-0.0021821968536482866,0.018160985446984093,0.00369573864936752,0.004301394924178086,-0.01276701960675832,0.04260479573445467,-0.021908602510685632,-0.003588226151347205,0.027680255014598566,0.003768512689904548,-0.0002047222776139896,-0.004490367510262809
15668309,"CN-8, FAN-11, FB-21, MB2IN-23, MB2ON-46 (J ; Mid DPMpl lat  (F4 pair)_left) [*DPMpl12_l akira] #15668309",FAN,FAN,False,False,False,True,P,17165711,716,*DPMpl12_l akira_,,"{17165711: {'neuron_name': 'CN-8, FAN-11, FB-21, MB2IN-23, MB2ON-46 (J ; Mid DPMpl lat  (F4 pair)_right) [*DPMpl12_r akira] #17165711', 'Class 1': 'FAN', 'Merge Class': 'FAN', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 15668309, 'Pair ID': 716, 'lineage': '*DPMpl12_r akira_', 'Class 2': nan}}",887,0.01933325401382936,0.027711309339540253,0.021092790980443955,-0.002110522069578448,0.005620010095864919,0.028123206712436104,-0.012320458321372569,0.031058470140797195,0.010242079898270534,0.006929518745901022,7.521678047621868e-05,0.0032924420971806056,0.013936557456523313,0.017053021752157626
14158399,"FB2IN-21, MB2IN-88, MB2ON-264 (AF12: CP23 d 1_left) [*CPc_l akira] #14158399",FB2N,FB2N,False,False,False,True,P,17784367,622,*CPc_l akira_,,"{17784367: {'neuron_name': 'FB2IN-21, MB2IN-88, MB2ON-264 (EX 2 ; Right (?)) [*CPc_r akira] #17784367', 'Class 1': 'FB2N', 'Merge Class': 'FB2N', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 14158399, 'Pair ID': 622, 'lineage': '*CPc_r akira_', 'Class 2': nan}}",888,0.019241280174324166,0.060181471558648746,-0.023499301226708673,0.009648206104512688,0.0036628423169228264,-0.0010898082681644972,-0.01705641081443356,0.0249206327060034,0.012817305575606003,0.01118355522003315,-0.00570431088065793,0.007465651192056361,0.04414070700606319,-0.008883254573855335
12948470,Thermo PN 1 (PVL005 1 left) [*BLVa34_l akira] #12948470,Unk,Unk,False,False,False,True,P,9275210,591,*BLVa34_l akira_,,"{9275210: {'neuron_name': 'Thermo PN 6 (PVL005 - 2 Right (V1); BLVa34 a 11) [*BLVa34_r akira] #9275210', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 12948470, 'Pair ID': 591, 'lineage': '*BLVa34_r akira_', 'Class 2': nan}}",889,0.04155726520368169,-0.023307574119618386,-0.0027268614284229418,0.042630505016801566,0.005182087850126398,0.0013891676217808614,-0.00782295073143877,0.035538299190140475,-0.020462076988290202,-0.002685530709872395,0.03836032261112659,0.005257799973095386,4.071143820130332e-05,-0.005856467850708394
10958210,MB2ON-243 (F14: PVL005 - 1 Left?) [*BLVa34_l akira] #10958210,Unk,Unk,False,False,False,True,P,17671375,456,*BLVa34_l akira_,,"{17671375: {'neuron_name': 'MB2ON-243 (BLVa12 a 9 right) [*BLVa12_r akira] #17671375', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 10958210, 'Pair ID': 456, 'lineage': '*BLVa12_r akira_', 'Class 2': nan}}",890,0.0487844109195953,-0.022071047688154457,0.0003282952430351488,0.036608645723235904,0.010213778451097659,0.020496137259484723,-0.02223256787970635,0.04727704218528397,-0.024631176767285247,-0.004061039614475714,0.030844943464273075,0.0038963661921779667,-0.0018647063209755235,-0.005631966725548333
10702736,"CN-47, MB2ON-5 (AQ ;  DPMpm2_1_left) [*DPMpm2_l akira] #10702736",Unk,Unk,False,False,False,True,P,14206030,425,*DPMpm2_l akira_,,"{14206030: {'neuron_name': 'CN-47, MB2ON-5 (AQ ;  DPMpm2_1_right) [*DPMpm2_r akira] #14206030', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 10702736, 'Pair ID': 425, 'lineage': '*DPMpm2_r akira_', 'Class 2': nan}}",891,0.011998748953922323,0.012413090305063547,-0.007998071320554242,-0.014731485576334278,0.0022667171041526124,0.009570504887467118,0.034296154475966886,0.02818917753822918,0.0113658073235068,0.016385833160523815,-0.004301724224578585,0.0024259574489590183,0.024813320463662056,0.007467639214554624
5938794,"MB2IN-128, MB2ON-171 (DPLl i ( BLDa b 4 ) left) [*DPLl_l akira] #5938794",Unk,Unk,False,False,False,True,P,8310955,174,*DPLl_l akira_,,"{8310955: {'neuron_name': 'MB2IN-128, MB2ON-171 (DPLl i ( BLDa b 4 ) right) [*DPLl_r akira] #8310955', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 5938794, 'Pair ID': 174, 'lineage': '*DPLl_r akira_', 'Class 2': nan}}",892,0.01683125892042955,0.020961804438044625,0.026255518173248518,-0.0006329923895089609,0.0033633261492104238,0.0418088013392654,-0.011087690774204182,0.043003186640137914,-0.019758237402144874,-0.003241990402006873,0.028773142038541488,0.00454023276570282,-7.412055180187595e-06,0.0027770498803395788
4985759,Thermo PN 2 (AVL011 PN Left) [*BAlp4_l akira] #4985759,Unk,Unk,False,True,True,True,P,9291474,120,*BAlp4_l akira_,,"{9291474: {'neuron_name': 'Thermo PN 2 (AVL011 PN Right) [*BAlp4_r akira] #9291474', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': True, 'is_LNpre': True, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 4985759, 'Pair ID': 120, 'lineage': '*BAlp4_r akira_', 'Class 2': nan}}",893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03769838029894686,-0.02028274273207903,-0.00446957154612104,0.03327062533255611,0.0033441544480898562,-0.007952757383625915,0.008818872418516047
4635057,Thermo PN 6 (PVL005 - 2 Left) [*BLVa34_l akira] #4635057,Unk,Unk,False,False,False,True,P,7971031,106,*BLVa34_l akira_,,"{7971031: {'neuron_name': 'Thermo PN 1 (PVL005 1 right) [*BLVa34_r akira] #7971031', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 4635057, 'Pair ID': 106, 'lineage': '*BLVa34_r akira_', 'Class 2': nan}}",894,0.03621334101822896,-0.02067098792460431,-0.002349736014307555,0.03977121164081011,0.004834185199047868,0.001893708293407204,-0.00587469349297296,0.05280316360928444,-0.029245635733565457,-0.0034906492252801966,0.052851713631575106,0.007122785118717154,-0.006349806128321446,-0.008533777652830251
4570270, (V1: possible PVL005 -  3 Left) [*BLVa12_l akira] #4570270,Unk,Unk,False,True,True,True,P,2921933,104,*BLVa12_l akira_,,"{2921933: {'neuron_name': ' (V1: possible PVL005 - 3 Right) [*BLVa34_r akira] #2921933', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': True, 'is_LNpre': True, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 4570270, 'Pair ID': 104, 'lineage': '*BLVa34_r akira_', 'Class 2': nan}}",895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03441330269757789,-0.018402573277782205,-0.0034099304050865904,0.03310020996343203,0.003558262030112965,-0.007238362598657543,0.0026856522616621145
3157405,"FAN-1, FB-3, MB2IN-3, MB2ON-8 (AN: DPMlp Lar_left) [*DPMpl12_l akira] #3157405",FAN,FAN,False,False,False,True,P,8752697,32,*DPMpl12_l akira_,,"{8752697: {'neuron_name': 'FAN-1, FB-3, MB2IN-3, MB2ON-8 (AN: DPMlp Lar_right) [*DPMpl12_r akira] #8752697', 'Class 1': 'FAN', 'Merge Class': 'FAN', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 3157405, 'Pair ID': 32, 'lineage': '*DPMpl12_r akira_', 'Class 2': nan}}",896,0.022235371670514998,0.008180042148431103,0.008097663140754103,-0.013987053357242762,0.012199319769723084,0.06704389505676166,0.000590188925761975,0.030466951513865324,0.012083723453009588,0.017189416451121216,-0.006219258254097197,0.004232378703369174,0.040039787703177954,-0.0008932539105985598
9809626,KC (KC91) [Lineage MBNB C right] #9809626,KC,KC-3claw,False,False,False,True,R,-1,-1,Lineage MBNB C right_,3claw,,897,0.010379392579731,0.02434068790273142,0.05194551066676023,0.0007835966485560919,-0.003693686615113413,-0.02377450112205146,0.004785406767206765,0.016670525355788,-0.009853449664183146,-0.0009878646371219001,0.022601803839922167,0.0021190451012450197,-0.010744393844950486,0.00021945662095608745
12726582,KC (KC16) [Lineage MBNB A left] #12726582,KC,KC-3claw,False,False,False,True,L,-1,-1,Lineage MBNB A left_,3claw,,898,0.014403872618363293,0.03217670065429052,0.07247483923572981,0.0009987510396592294,-0.005048055332884902,-0.0305719075341288,0.006880403769327459,0.016703001023977627,-0.007687963599482186,-0.001041232684025685,0.01279880684689483,0.001564523886687839,-0.0031824485383794244,0.0016314518031948946
3497901,KC (KC4) [Lineage MBNB B right] #3497901,KC,KC-4claw,False,False,False,True,R,-1,-1,Lineage MBNB B right_,4claw,,899,0.003030399780220931,0.00738367510876159,0.01788169025890992,0.0003756865237285016,-0.0013789121898007764,-0.008903235766302283,0.002079289467810605,0.021457829750556268,-0.01309161693487803,-0.001508291677883311,0.03054050061603609,0.0034779199898640153,-0.01185599240130256,-0.0020763237105845037
9531722,KC (KC77) [Lineage MBNB C right] #9531722,KC,KC-5claw,False,False,False,True,R,-1,-1,Lineage MBNB C right_,5claw,,900,0.0051511583135064815,0.012519161681030804,0.03082426663468639,0.0006173096415218672,-0.002477086846382707,-0.01576415204527708,0.003816403262980672,0.017588242561031392,-0.010647362820332606,-0.001021004034029229,0.025431305748236415,0.0026148531980758954,-0.01148528878364589,-0.001131372324065476
4134539,KC (KC no pair) [Lineage MBNB D left] #4134539,KC,KC-3claw,False,False,False,True,L,-1,-1,Lineage MBNB D left_,3claw,,901,0.016819612410944405,0.03387759730633357,0.06651309696529749,0.0010407274275671017,-0.0032179672390892987,-0.018662505961055273,0.00400039282967279,0.011719860815081092,-0.003099760581744242,-0.003016054514755817,8.419587546449974e-05,0.00036339211752993477,-0.002724131222446306,0.015773839167288948
8891315,KC (KC66) [Lineage MBNB D right] #8891315,KC,KC-3claw,False,False,False,True,R,-1,-1,Lineage MBNB D right_,3claw,,902,0.008415123469468322,0.020662854666656325,0.04973930915506133,0.0008692320490888192,-0.004041925680350007,-0.025539906078104486,0.006078458172026867,0.02429772830104401,-0.0148921855536784,-0.0014036220074572852,0.03542619422118426,0.0034692921392724617,-0.01651272561238605,-0.002347300469275773
8957325,KC (KC68 young) [Lineage MBNB D right] #8957325,KC,KC,False,False,False,True,R,-1,-1,Lineage MBNB D right_,,,903,4.527814285210246e-05,0.00011794065318749174,0.00028463599744603445,5.749558410342618e-06,-2.3022082651186867e-05,-0.00015266437423344274,3.625816216571812e-05,0.017753626188092467,-0.010866236714508605,-0.0012587068731068072,0.025953553797597395,0.002663698513820799,-0.012038140511687088,-0.00032710222307996695
7829784,KC (KC36) [Lineage MBNB B right] #7829784,KC,KC-3claw,False,False,False,True,R,-1,-1,Lineage MBNB B right_,3claw,,904,0.006046929636043895,0.014357762639903187,0.03321333384808312,0.0004983746607659239,-0.002542124485345011,-0.015656716601542928,0.00358168851178556,0.021491893026824933,-0.012420751980486708,-0.0010610133449090687,0.029255976080780774,0.002961666872491436,-0.013226999880157957,-0.001156587306265451
7840203,KC (KC38) [Lineage MBNB B right] #7840203,KC,KC-5claw,False,False,False,True,R,-1,-1,Lineage MBNB B right_,5claw,,905,0.010044532829963407,0.02162760827138862,0.053803928397609405,0.002890151257626866,-0.004114295472908056,-0.028807263896757557,0.006636926837240623,0.013443884585732162,-0.008042783788653706,-0.0010565634341912458,0.018596028333689098,0.0017989442219374346,-0.008992759734650694,0.0013282942171974296
9511772,KC (KC74 young) [Lineage MBNB D right] #9511772,KC,KC,True,False,False,True,R,-1,-1,Lineage MBNB D right_,,,906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006627287648984144,-0.0002710545666837916,0.006386521032569677,0.007937647912640573,0.00042161221219629805,-0.00655286686591743,0.0014886728204793393
9897223,KC (KC95) [Lineage MBNB B right] #9897223,KC,KC-5claw,False,False,False,True,R,-1,-1,Lineage MBNB B right_,5claw,,907,0.006653150935609382,0.016413582388740786,0.03804249785806554,0.0006891528810545939,-0.0029208488169427172,-0.019153533074403425,0.0044660085235330585,0.016003033818939492,-0.009716967556691818,-0.0011387113885092293,0.022733661017877303,0.0022025633759843594,-0.011085964943937938,-0.00010295722233882466
8509987,KC (KC53) [Lineage MBNB A right] #8509987,KC,KC-5claw,False,False,False,True,R,-1,-1,Lineage MBNB A right_,5claw,,908,0.0024985485347095962,0.005486169315933854,0.013052039196819428,0.00019653797890062586,-0.0009534817466570532,-0.0057876964280068974,0.0012884045750605067,0.017029299541523896,-0.010255953189353963,-0.0014615520527455103,0.02379101461289552,0.002546734911872555,-0.011440695063718967,0.0007991053926925527
16636860, (DPLl a 1 left) [*DPLl_l akira] #16636860,Unk,Unk,False,False,False,True,P,11623145,821,*DPLl_l akira_,,"{11623145: {'neuron_name': ' (DPLl a 1 right) [*DPLl_r akira] #11623145', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16636860, 'Pair ID': 821, 'lineage': '*DPLl_r akira_', 'Class 2': nan}}",909,0.015843044951924422,-0.004895000276197417,-0.004036748656243719,-0.028072535206455543,-0.008153184062474648,-0.006555183853235152,-0.006169618688621744,0.025393658057328416,-0.012961727276586059,-0.0055329939988404755,-0.03534313141749847,-0.0112188047374856,-0.01895750707811722,-0.03495946813325974
14451162, (DPLl ipsilateral left) [*DPLl_l akira] #14451162,Unk,Unk,False,False,False,True,P,17278502,637,*DPLl_l akira_,,"{17278502: {'neuron_name': ' (DPLl ipsilateral right) [*DPLl_r akira] #17278502', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 14451162, 'Pair ID': 637, 'lineage': '*DPLl_r akira_', 'Class 2': nan}}",910,0.013615992164385185,0.007138086019410603,0.008976073175828181,0.0012354267293513336,0.004511976627451615,0.02389304396602434,-0.006745666443477398,0.03482483434341188,-0.014953115363830972,-0.004272779115553766,-0.0175229514890545,-0.005246461504828487,-0.005912805114180074,-0.018607920628199763
17488886, (DPlal1-3_med sparse unpaired left) [*DPlal1-3_med_l akira] #17488886,Unk,Unk,False,False,False,True,L,-1,-1,*DPlal1-3_med_l akira_,,,911,0.006999437130100086,-0.0029652445600375733,-0.0010924282085935846,-0.006707708735536519,-0.002268888290664096,-0.0035378548702327535,-0.004496098053953868,0.010554343030542089,-0.0033190667601839833,-0.0015654527806171611,-0.020925487775003526,-0.005765839460348214,-0.006894737892876922,-0.01812056520257025
16868923,"CN-42, MBON-o1 (MBE24b left) [*CPbl_l akira] #16868923",MBON,MBON,False,False,False,True,P,17013073,848,*CPbl_l akira_,,"{17013073: {'neuron_name': 'CN-42, MBON-o1 (MBE24b right) [*CPbl_r akira] #17013073', 'Class 1': 'MBON', 'Merge Class': 'MBON', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16868923, 'Pair ID': 848, 'lineage': '*CPbl_r akira_', 'Class 2': nan}}",912,0.012413569841448542,0.01479102601863159,0.01649775738129917,-0.0016338572396661288,0.0034633112449143,0.03342807443908367,-0.008557525325050821,0.027909884120823385,0.048695519450009175,0.10118073214299958,0.0024706880423046667,-0.0036708338975132418,-0.019976299654323855,0.0028173872608123836
15566333,MB2ON-83 (V ; DPMpm2 4_left) [*DPMpm2_l akira] #15566333,Unk,Unk,False,False,False,True,P,15568333,694,*DPMpm2_l akira_,,"{15568333: {'neuron_name': 'MB2ON-83 (V ; DPMpm2 4_right) [*DPMpm2_r akira] #15568333', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 15566333, 'Pair ID': 694, 'lineage': '*DPMpm2_r akira_', 'Class 2': nan}}",913,0.0301966105355675,0.012493537546302579,0.02051861886322066,0.0011380767676686663,0.007728099046948891,0.05417747138828731,-0.013955624551471377,0.027379685569608857,0.013932232615710673,0.02358250147167454,-0.0014902174756634807,0.008865407209946642,0.06561252206153535,-0.012382748557646258
14082322,MBON-e1 (MBE9b left) [*CPc_l akira] #14082322,MBON,MBON,False,False,False,True,P,7840791,620,*CPc_l akira_,,"{7840791: {'neuron_name': 'MBON-e1 (MBE9b right) [*CPc_r akira] #7840791', 'Class 1': 'MBON', 'Merge Class': 'MBON', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 14082322, 'Pair ID': 620, 'lineage': '*CPc_r akira_', 'Class 2': nan}}",914,0.04272619002579986,0.03201527198633199,0.0390896748938706,0.00426213987030544,0.007259737094734274,0.0669350136183055,-0.023305905222924042,0.026370579113032363,0.056619131952035155,0.1357793109153536,0.0030808263575311584,-0.010351388625740079,-0.0643365875110078,0.014482191008114547
13197236,"CN-18, FB-30, FBN-17, MB2IN-35, MB2ON-101 (M ; F6 pair_left) [*DAMv12_lat_l akira] #13197236",FBN,FBN,False,False,False,True,P,8075484,593,*DAMv12_lat_l akira_,,"{8075484: {'neuron_name': 'CN-18, FB-30, FBN-17, MB2IN-35, MB2ON-101 (M ; F6 pair_right) [*DAMv12_lat_r akira] #8075484', 'Class 1': 'FBN', 'Merge Class': 'FBN', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 13197236, 'Pair ID': 593, 'lineage': '*DAMv12_lat_r akira_', 'Class 2': nan}}",915,0.013754132262329407,0.007596430944686715,0.007611360759598633,-0.0007920186814102899,0.00628915639039059,0.03201121061742657,-0.009337454059477881,0.025929984617610473,0.019749292839135794,0.027403938598824378,-0.0019142487067432953,0.007735892253066546,0.07204376070194647,-0.015810836407154975
12789813,MB2ON-17 (Tomato Vine_left) [*DPMpm1_l akira] #12789813,O_dSEZ,O_dSEZ,False,False,False,True,P,16405545,580,*DPMpm1_l akira_,,"{16405545: {'neuron_name': 'MB2ON-17 (Tomato Vine_right) [*DPMpm1_r akira] #16405545', 'Class 1': 'O_dSEZ', 'Merge Class': 'O_dSEZ', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 12789813, 'Pair ID': 580, 'lineage': '*DPMpm1_r akira_', 'Class 2': nan}}",916,0.002817493660915519,0.002870852463269611,-0.0007094162932639699,-0.003927872732575211,0.0009219928295675632,0.00676608854781922,0.00345469671346275,0.023095517552338247,0.028997616312725284,0.001584349175725962,-0.010456517275588183,0.005729844386536645,0.027237345046312124,0.01260923107229383
12475432,MBIN-e2 (MBE24a left) [*CPc_l akira] #12475432,MBIN,MBIN,False,False,False,True,P,3890028,561,*CPc_l akira_,,"{3890028: {'neuron_name': 'MBIN-e2 (MBE24a right) [*CPc_r akira] #3890028', 'Class 1': 'MBIN', 'Merge Class': 'MBIN', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 12475432, 'Pair ID': 561, 'lineage': '*CPc_r akira_', 'Class 2': nan}}",917,0.005173221776913467,0.008052892838237437,0.018652303797897025,0.00038169715255100087,-0.0008643475964919771,-0.004143571300958252,0.0005646553683715255,0.023158669246853558,0.01088080236169271,0.013487745373550781,-0.0009717868094902395,0.008295995566986111,0.045703812061962126,-0.015441662725278296
12364717,"MB2IN-133, MB2ON-194 (AO ; Left No branching in the lower part) [*BLVa_t_l akira] #12364717",Unk,Unk,False,False,False,True,P,11356523,547,*BLVa_t_l akira_,,"{11356523: {'neuron_name': 'MB2IN-133, MB2ON-194 (AO ;  Right Sister of BPL to MB?) [*BLVa_t_r akira] #11356523', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 12364717, 'Pair ID': 547, 'lineage': '*BLVa_t_r akira_', 'Class 2': nan}}",918,0.016338867923485302,0.008652122706021259,0.00801742366770494,-0.012123886687581412,0.007715041816178991,0.05228108901210783,0.0026381765355507655,0.03138024288335439,0.016030938101321193,0.02198613384581925,-0.0015870536412727694,0.010519217002173767,0.06903230048988625,-0.016138384070957235
11687072, (CPb pointer 1 left) [*CPbl_l akira] #11687072,Unk,Unk,False,False,False,True,P,18425189,504,*CPbl_l akira_,,"{18425189: {'neuron_name': ' (CPb pointer 1 right; CP23 d 11 - TO FOLLOW AT GAP) [*CPb_r akira] #18425189', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 11687072, 'Pair ID': 504, 'lineage': '*CPb_r akira_', 'Class 2': nan}}",919,0.011984964518874692,0.0068283912101344095,0.006865789179712982,-0.008518715045804584,0.005180486314290563,0.0390125640111193,0.0004868866856648441,0.03677779273672229,-0.009316617163365903,0.004032004609219674,0.0040628017716722205,0.003596478123646189,0.022649574455028507,-0.014960750098421077
11017761,"CN-43, MBON-p1 (MBE26 left) [*DALcm12-v_l akira] #11017761",MBON,MBON,False,False,False,True,P,16178283,468,*DALcm12-v_l akira_,,"{16178283: {'neuron_name': 'CN-43, MBON-p1 (MBE26 right) [*DALcm12-v_r akira] #16178283', 'Class 1': 'MBON', 'Merge Class': 'MBON', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 11017761, 'Pair ID': 468, 'lineage': '*DALcm12-v_r akira_', 'Class 2': nan}}",920,0.01225586050383578,0.03193477695807664,-0.02493018727109813,-0.0030117261638053883,-0.00449887680475401,-0.009763429048625876,0.029752628464994463,0.027701300194279972,0.04522227964603222,0.08887650782296722,-0.0013180601676925998,-0.0023226970331435,-0.0004332215366353644,0.00021730587657397388
9983417," (CPb pointer 2 left) [*CPb_l akira, *CPc_l akira] #9983417",Unk,Unk,False,False,False,True,P,17658884,376,unk,,"{17658884: {'neuron_name': ' (CPb pointer 2 right; CP23 d 12) [*CPbl_r akira] #17658884', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 9983417, 'Pair ID': 376, 'lineage': '*CPbl_r akira_', 'Class 2': nan}}",921,0.006017107820365322,0.006291575090097232,0.007038082683418099,-0.001211501889554749,0.0016871365728757949,0.01266424706243911,-0.003693297690815651,0.03537893160344011,-0.011118564651013954,0.003748737784577322,0.02323046008015004,0.006510874060355441,0.02037952499687158,-0.008837364326387275
